imdbId;year;spanishTitle;originalTitle;englishTitle;ratingImdb;numVotes;metascore;isAdult;certificate;runtimeMinutes;genres;directors;writers;stars;countries;companies;awards;budget;grossUsCanada;openingUsCanada;grossWorld;profit;roi
tt0365907;2014.0;Caminando entre las tumbas;A Walk Among the Tombstones;A Walk Among the Tombstones;6.5;114950.0;57.0;0.0;18;114.0;Action,Crime,Drama;Scott Frank;Lawrence Block,Scott Frank;Lawrence Block,Scott Frank;United States;1984 Private Defense Contractors,Cross Creek Pictures,Da Vinci Media Ventures;"Awards
1 nomination";28000000.0;26307600.0;12758780.0;58834384.0;30834384.0;1.101228
tt0435651;2014.0;The Giver;The Giver;The Giver;6.5;114078.0;47.0;0.0;Not Rated;97.0;Drama,Romance,Sci-Fi;Phillip Noyce;Michael Mitnick,Robert B. Weide,Lois Lowry;Michael Mitnick,Robert B. Weide,Lois Lowry;United States,South Africa,Canada;Tonik Productions,Asis Productions,Canada Film Capital;"Awards
3 wins & 6 nominations";25000000.0;45090374.0;12305016.0;66980456.0;41980456.0;1.67921824
tt0455944;2014.0;The Equalizer: El protector;The Equalizer;The Equalizer;7.2;343729.0;57.0;0.0;18;132.0;Action,Crime,Thriller;Antoine Fuqua;Richard Wenk,Michael Sloan,Richard Lindheim;Richard Wenk,Michael Sloan,Richard Lindheim;United States;Columbia Pictures,LStar Capital,Village Roadshow Pictures;"Awards
1 win & 9 nominations";55000000.0;101530738.0;34137828.0;192330738.0;137330738.0;2.496922509090909
tt0458413;2014.0;Mejor otro día;A Long Way Down;A Long Way Down;6.4;31744.0;34.0;0.0;7;96.0;Comedy,Drama;Pascal Chaumeil;Nick Hornby,Jack Thorne;Nick Hornby,Jack Thorne;United Kingdom,Germany;Wildgaze Films,BBC Films,DCM Productions;NaN;12000000.0;13347.0;1426.0;7257942.0;-4742058.0;-0.3951715
tt0458481;2014.0;Sin City: Una dama por la que matar;Sin City: A Dame to Kill For;Sin City: A Dame to Kill for;6.5;154921.0;46.0;0.0;Not Rated;102.0;Action,Crime,Thriller;Frank Miller,Robert Rodriguez;Frank Miller;Frank Miller;United States;Aldamisa Entertainment,Demarest Films,Dimension Films;"Awards
4 wins & 6 nominations";65000000.0;13757804.0;6317683.0;39407616.0;-25592384.0;-0.39372898461538464
tt0470752;2014.0;Ex_Machina;Ex Machina;Ex Machina;7.7;491778.0;78.0;0.0;12;108.0;Drama,Sci-Fi,Thriller;Alex Garland;Alex Garland;Alex Garland;United Kingdom;A24,Universal Pictures,Film4;"Won 1 Oscar
73 wins & 161 nominations total";15000000.0;25442958.0;237264.0;36869414.0;21869414.0;1.4579609333333334
tt0780548;2014.0;Kid Cannabis;Kid Cannabis;Kid Cannabis;6.4;9612.0;54.0;0.0;Not Rated;110.0;Biography,Comedy,Crime;John Stockwell;John Stockwell,Mark Binelli;John Stockwell,Mark Binelli;United States;Gordon Bijelonic / Datari Turner Films,Wingman Productions,Imprint Entertainment;"Awards
1 nomination";5000000.0;5565.0;5565.0;5565.0;-4994435.0;-0.998887
tt0787474;2014.0;Los Boxtrolls;The Boxtrolls;The Boxtrolls;6.8;55263.0;61.0;0.0;A;96.0;Adventure,Animation,Comedy;Graham Annable,Anthony Stacchi;Irena Brignull,Adam Pava,Alan Snow;Irena Brignull,Adam Pava,Alan Snow;United States,United Kingdom;Focus Features,Laika Entertainment;"Nominated for 1 Oscar
8 wins & 61 nominations total";60000000.0;50837305.0;17275239.0;108255770.0;48255770.0;0.8042628333333334
tt0816692;2014.0;Interstellar;Interstellar;Interstellar;8.6;1577934.0;74.0;0.0;12;169.0;Adventure,Drama,Sci-Fi;Christopher Nolan;Jonathan Nolan,Christopher Nolan;Jonathan Nolan,Christopher Nolan;United States,United Kingdom,Canada;Paramount Pictures,Warner Bros.,Legendary Entertainment;"Won 1 Oscar
44 wins & 148 nominations total";165000000.0;188020017.0;47510360.0;701729206.0;536729206.0;3.2529042787878786
tt0829150;2014.0;Drácula: La leyenda jamás contada;Dracula Untold;Dracula Untold;6.3;184120.0;40.0;0.0;16;92.0;Action,Drama,Fantasy;Gary Shore;Matt Sazama,Burk Sharpless,Bram Stoker;Matt Sazama,Burk Sharpless,Bram Stoker;United States,United Kingdom,Ireland;Universal Pictures,Legendary Entertainment,Michael De Luca Productions;"Awards
3 wins & 5 nominations";70000000.0;56280355.0;23514615.0;217124280.0;147124280.0;2.1017754285714285
tt0831387;2014.0;Godzilla;Godzilla;Godzilla;6.4;393851.0;62.0;0.0;12;123.0;Action,Adventure,Sci-Fi;Gareth Edwards;Ishirô Honda,Takeo Murata,Shigeru Kayama;Ishirô Honda,Takeo Murata,Shigeru Kayama;United States,Japan;Warner Bros.,Legendary Entertainment,Disruption Entertainment;"Awards
7 wins & 31 nominations";160000000.0;200676069.0;93188384.0;524976069.0;364976069.0;2.28110043125
tt0839742;2014.0;Bhopal: A Prayer for Rain;Bhopal: A Prayer for Rain;Bhopal: A Prayer for Rain;7.2;1974.0;50.0;0.0;Not Rated;96.0;Drama;Ravi Kumar;Ravi Kumar,David Brooks;Ravi Kumar,David Brooks;United Kingdom,India,United States;Rising Star Entertainment,Wardour Media Group,Sahara One Motion Pictures;"Awards
1 nomination";6000000.0;12628.0;5948.0;12628.0;-5987372.0;-0.9978953333333334
tt0864835;2014.0;Las aventuras de Peabody y Sherman;Mr. Peabody & Sherman;Mr. Peabody & Sherman;6.8;64545.0;59.0;0.0;A/i;92.0;Adventure,Animation,Comedy;Rob Minkoff;Jay Ward,Craig Wright,Robert Ben Garant;Jay Ward,Craig Wright,Robert Ben Garant;United States;Bullwinkle Studios,Classic Media Productions,DreamWorks Animation;"Awards
2 wins & 16 nominations total";145000000.0;111506430.0;32207057.0;275698039.0;130698039.0;0.9013657862068966
tt0900387;2014.0;Suite francesa;Suite Française;Suite Française;7.0;24513.0;63.0;0.0;12;107.0;Drama,Romance,Thriller;Saul Dibb;Saul Dibb,Matt Charman,Irène Némirovsky;Saul Dibb,Matt Charman,Irène Némirovsky;United Kingdom,France,Canada,Belgium,United States;Alliance,Qwerty Films,Scope Pictures;"Nominated for 1 Primetime Emmy
4 nominations total";19927516.97824447;NaN;NaN;9337930.0;-10589586.978244469;-0.5314052417973334
tt0903657;2014.0;Love & Mercy;Love & Mercy;Love & Mercy;7.4;37165.0;80.0;0.0;12;121.0;Biography,Drama,Music;Bill Pohlad;Oren Moverman,Michael A. Lerner,Brian Wilson;Oren Moverman,Michael A. Lerner,Brian Wilson;United States;River Road Entertainment,Battle Mountain Films;"Awards
20 wins & 58 nominations";10000000.0;12551031.0;2122177.0;28641776.0;18641776.0;1.8641776
tt0959306;2014.0;Camino hacia el éxito;Reach Me;Reach Me;4.9;2671.0;21.0;0.0;16;95.0;Comedy,Crime,Drama;John Herzfeld;John Herzfeld;John Herzfeld;United States;Seraphim Films Inc.,Windy Hill Pictures;NaN;5000000.0;NaN;NaN;26013.0;-4973987.0;-0.9947974
tt1015471;2014.0;The Sisterhood of Night;The Sisterhood of Night;The Sisterhood of Night;6.2;2038.0;60.0;0.0;PG-13;104.0;Drama,Mystery,Thriller;Caryn Waechter;Marilyn Fu,Steven Millhauser;Marilyn Fu,Steven Millhauser;United States;Cine Mosaic,Deep Forest Productions,Evenstar Films;"Awards
2 wins & 4 nominations";1000000.0;6870.0;5264.0;6870.0;-993130.0;-0.99313
tt1020072;2014.0;Selma;Selma;Selma;7.5;88194.0;80.0;0.0;12;128.0;Biography,Drama,History;Ava DuVernay;Paul Webb;Paul Webb;United Kingdom,United States,France;Pathé,Harpo Films,Plan B Entertainment;"Won 1 Oscar
58 wins & 91 nominations total";20000000.0;52076908.0;571450.0;66787908.0;46787908.0;2.3393954
tt1043726;2014.0;Hércules: El origen de la leyenda;The Legend of Hercules;The Legend of Hercules;4.2;53091.0;22.0;0.0;12;99.0;Action,Adventure,Fantasy;Renny Harlin;Sean Hood,Daniel Giat,Renny Harlin;Sean Hood,Daniel Giat,Renny Harlin;United States,Bulgaria,Germany;Summit Entertainment,Millennium Films,Nu Boyana Film Studios;"Awards
1 win & 7 nominations";70000000.0;18848538.0;8868318.0;61279452.0;-8720548.0;-0.12457925714285714
tt1065073;2014.0;Boyhood (Momentos de una vida);Boyhood;Boyhood;7.9;341187.0;100.0;0.0;12;165.0;Drama;Richard Linklater;Richard Linklater;Richard Linklater;United States;IFC Productions,Detour Filmproduction;"Won 1 Oscar
173 wins & 218 nominations total";4000000.0;25352281.0;387618.0;48137666.0;44137666.0;11.0344165
tt1085492;2014.0;The Prince;The Prince;The Prince;4.6;17812.0;19.0;0.0;16;93.0;Action,Thriller;Brian A. Miller;Andre Fabrizio,Jeremy Passmore;Andre Fabrizio,Jeremy Passmore;United States,United Kingdom;Hannibal Classics,Emmett/Furla/Oasis Films (EFO Films),Union Investment Partners;"Awards
1 nomination";18000000.0;NaN;NaN;1289595.0;-16710405.0;-0.9283558333333334
tt1086772;2014.0;Juntos y revueltos;Blended;Blended;6.5;123343.0;31.0;0.0;7;117.0;Comedy,Romance;Frank Coraci;Ivan Menchell,Clare Sera;Ivan Menchell,Clare Sera;United States;Gulfstream Pictures,Happy Madison Productions,Karz Entertainment;"Awards
1 win & 10 nominations";40000000.0;46294610.0;14284031.0;127994610.0;87994610.0;2.19986525
tt1100089;2014.0;Foxcatcher;Foxcatcher;Foxcatcher;7.0;136588.0;81.0;0.0;12;134.0;Biography,Drama,History;Bennett Miller;E. Max Frye,Dan Futterman;E. Max Frye,Dan Futterman;United States;Annapurna Pictures,Full Nelson Entertainment,Likely Story;"Nominated for 5 Oscars
13 wins & 81 nominations total";24000000.0;12096300.0;270877.0;19206513.0;-4793487.0;-0.199728625
tt1109624;2014.0;Paddington;Paddington;Paddington;7.2;102786.0;77.0;0.0;A;95.0;Adventure,Animation,Comedy;Paul King;Paul King,Hamish McColl,Michael Bond;Paul King,Hamish McColl,Michael Bond;United Kingdom,France,United States,China;StudioCanal,Anton,TF1 Films Production;"Awards
3 wins & 7 nominations total";55000000.0;76271832.0;18966676.0;282377683.0;227377683.0;4.134139690909091
tt1121096;2014.0;El séptimo hijo;Seventh Son;Seventh Son;5.5;73568.0;30.0;0.0;12;102.0;Action,Adventure,Fantasy;Sergei Bodrov;Charles Leavitt,Steven Knight,Matt Greenberg;Charles Leavitt,Steven Knight,Matt Greenberg;United States,United Kingdom,Canada,China;Beijing Skywheel Entertainment Co.,China Film Group Corporation (CFGC),Legendary Entertainment;"Awards
2 wins & 1 nomination";95000000.0;17223265.0;7217640.0;114178613.0;19178613.0;0.20188013684210526
tt1126590;2014.0;Big Eyes;Big Eyes;Big Eyes;7.0;87909.0;62.0;0.0;7;106.0;Biography,Crime,Drama;Tim Burton;Scott Alexander,Larry Karaszewski;Scott Alexander,Larry Karaszewski;United States,Canada;The Weinstein Company,Silverwood Films,Tim Burton Productions;"Awards
3 wins & 18 nominations total";10000000.0;14482031.0;3001738.0;29253166.0;19253166.0;1.9253166
tt1204977;2014.0;Ouija;Ouija;Ouija;4.5;49750.0;38.0;0.0;16;89.0;Horror,Mystery,Thriller;Stiles White;Juliet Snowden,Stiles White;Juliet Snowden,Stiles White;United States;Universal Pictures,Platinum Dunes,Blumhouse Productions;"Awards
1 win";5000000.0;50856010.0;19875995.0;103687316.0;98687316.0;19.7374632
tt1205537;2014.0;Jack Ryan: Operación Sombra;Jack Ryan: Shadow Recruit;Jack Ryan: Shadow Recruit;6.2;125753.0;57.0;0.0;12;105.0;Action,Drama,Thriller;Kenneth Branagh;Adam Cozad,David Koepp,Tom Clancy;Adam Cozad,David Koepp,Tom Clancy;United States,Russia;Paramount Pictures,Skydance Media,Di Bonaventura Pictures;"Awards
3 nominations";60000000.0;50577412.0;15451981.0;135503748.0;75503748.0;1.2583958
tt1234721;2014.0;RoboCop;RoboCop;RoboCop;6.1;219146.0;52.0;0.0;12;117.0;Action,Crime,Sci-Fi;José Padilha;Joshua Zetumer,Edward Neumeier,Michael Miner;Joshua Zetumer,Edward Neumeier,Michael Miner;United States;Metro-Goldwyn-Mayer (MGM),Columbia Pictures,Strike Entertainment;"Awards
4 wins & 1 nomination";100000000.0;58607007.0;21681430.0;242688965.0;142688965.0;1.42688965
tt1241226;2014.0;Locker 13;Locker 13;Locker 13;4.8;388.0;22.0;0.0;R;90.0;Thriller;Bruce Dellis,Jason Marsden,Matthew Mebane;Bruce Dellis,Jason Marsden,Adam Montierth;Bruce Dellis,Jason Marsden,Adam Montierth;United States;"""Brothers Ink Productions""";NaN;300000.0;3496.0;2468.0;3496.0;-296504.0;-0.9883466666666667
tt1247690;2014.0;Serena;Serena;Serena;5.4;27626.0;36.0;0.0;16;109.0;Drama,History,Romance;Susanne Bier;Christopher Kyle,Ron Rash;Christopher Kyle,Ron Rash;Czech Republic,France,United States;2929 Productions,Chockstone Pictures,Nick Wechsler Productions;"Awards
1 win";30000000.0;176391.0;100090.0;5092129.0;-24907871.0;-0.8302623666666666
tt1253863;2014.0;300: El origen de un imperio;300: Rise of an Empire;300: Rise of an Empire;6.2;285671.0;48.0;0.0;16;102.0;Action,Drama;Noam Murro;Zack Snyder,Kurt Johnstad,Frank Miller;Zack Snyder,Kurt Johnstad,Frank Miller;United States;Warner Bros.,Legendary Entertainment,Cruel & Unusual Films;"Awards
2 wins & 7 nominations";110000000.0;106580051.0;45038460.0;337580051.0;227580051.0;2.0689095545454546
tt1267297;2014.0;Hércules;Hercules;Hercules;6.0;148708.0;47.0;0.0;12;98.0;Action,Adventure,Fantasy;Brett Ratner;Ryan J. Condal,Evan Spiliotopoulos,Steve Moore;Ryan J. Condal,Evan Spiliotopoulos,Steve Moore;United States,Hungary;Paramount Pictures,Metro-Goldwyn-Mayer (MGM),Flynn Picture Company;"Awards
2 nominations";100000000.0;72688614.0;29800263.0;244819862.0;144819862.0;1.44819862
tt1274586;2014.0;Caza Terrorista;Dying of the Light;Dying of the Light;4.5;10009.0;31.0;0.0;16;94.0;Action,Drama,Thriller;Paul Schrader;Paul Schrader;Paul Schrader;Bahamas,United States;TinRes Entertainment,Over Under Media,Grindstone Entertainment Group;NaN;5000000.0;NaN;NaN;697847.0;-4302153.0;-0.8604306
tt1291150;2014.0;Ninja Turtles;Teenage Mutant Ninja Turtles;Teenage Mutant Ninja Turtles;5.8;203189.0;31.0;0.0;7;101.0;Action,Adventure,Comedy;Jonathan Liebesman;Josh Appelbaum,André Nemec,Evan Daugherty;Josh Appelbaum,André Nemec,Evan Daugherty;United States;Paramount Pictures,Nickelodeon Movies,Platinum Dunes;"Awards
1 win & 11 nominations";125000000.0;191204754.0;65575105.0;485004754.0;360004754.0;2.880038032
tt1355630;2014.0;Si decido quedarme;If I Stay;If I Stay;6.7;117886.0;46.0;0.0;7;107.0;Drama,Fantasy,Music;R.J. Cutler;Shauna Cross,Gayle Forman;Shauna Cross,Gayle Forman;United States;DiNovi Pictures,Metro-Goldwyn-Mayer (MGM),New Line Cinema;"Awards
3 wins & 1 nomination";11000000.0;50474843.0;15679190.0;78274843.0;67274843.0;6.115894818181818
tt1371150;2014.0;Ahí os quedáis;This Is Where I Leave You;This Is Where I Leave You;6.6;75261.0;44.0;0.0;12;103.0;Comedy,Drama;Shawn Levy;Jonathan Tropper;Jonathan Tropper;United States;21 Laps Entertainment,Spring Creek Productions,Warner Bros.;"Awards
1 nomination";19800000.0;34296320.0;11558149.0;41296320.0;21496320.0;1.0856727272727273
tt1396523;2014.0;Revenge of the Green Dragons;Revenge of the Green Dragons;Revenge of the Green Dragons;5.3;3795.0;36.0;0.0;R;94.0;Action,Crime,Drama;Andrew Lau,Andrew Loo;Michael Di Jiacomo,Andrew Loo,Fredric Dannen;Michael Di Jiacomo,Andrew Loo,Fredric Dannen;Hong Kong,United States;IM Global,The 7th Floor,Initial A Entertainment;NaN;5000000.0;NaN;NaN;107412.0;-4892588.0;-0.9785176
tt1403241;2014.0;Wolves;Wolves;Wolves;5.3;8568.0;37.0;0.0;R;91.0;Action,Fantasy,Horror;David Hayter;David Hayter;David Hayter;France,Canada;TF1 International,Copperheart Entertainment,Téléfilm Canada;NaN;18000000.0;12139.0;NaN;491154.0;-17508846.0;-0.9727136666666667
tt1408253;2014.0;Vaya patrulla;Ride Along;Ride Along;6.2;106071.0;41.0;0.0;16;99.0;Action,Comedy,Crime;Tim Story;Greg Coolidge,Jason Mantzoukas,Phil Hay;Greg Coolidge,Jason Mantzoukas,Phil Hay;United States;Universal Pictures,Relativity Media,Cube Vision;"Awards
1 win & 7 nominations";25000000.0;134938200.0;41516170.0;154468902.0;129468902.0;5.17875608
tt1418377;2014.0;Yo, Frankenstein;I, Frankenstein;I, Frankenstein;5.1;78965.0;30.0;0.0;12;92.0;Action,Fantasy,Sci-Fi;Stuart Beattie;Stuart Beattie,Kevin Grevioux,Mary Shelley;Stuart Beattie,Kevin Grevioux,Mary Shelley;United States,Australia;Hopscotch Features,Lakeshore Entertainment,Lionsgate;"Awards
1 nomination";65000000.0;19075290.0;8610441.0;76801179.0;11801179.0;0.1815566
tt1430612;2014.0;Brick Mansions (La fortaleza);Brick Mansions;Brick Mansions;5.7;40665.0;40.0;0.0;16;90.0;Action,Crime,Thriller;Camille Delamarre;Luc Besson,Bibi Naceri,Ryan Amon;Luc Besson,Bibi Naceri,Ryan Amon;France,Canada,United States,Spain;Relativity Media,EuropaCorp,Transfilm;"Awards
1 nomination";28000000.0;20396829.0;9516855.0;71416730.0;43416730.0;1.5505975
tt1445208;2014.0;The Letters;The Letters;The Letters;6.2;964.0;25.0;0.0;PG;114.0;Drama;William Riead;William Riead;William Riead;United States;Big Screen Productions V;"Awards
1 win & 1 nomination";20000000.0;1647416.0;700683.0;1647416.0;-18352584.0;-0.9176292
tt1456606;2014.0;Río, te amo;Rio, Eu Te Amo;Rio, I Love You;5.2;1892.0;26.0;0.0;R;110.0;Comedy,Drama,Fantasy;Vicente Amorim,Guillermo Arriaga,Stephan Elliott;Andrucha Waddington,Mauricio Zacharias,Paolo Sorrentino;Andrucha Waddington,Mauricio Zacharias,Paolo Sorrentino;Brazil,United States,France;Conspiração Filmes,Empyrean Pictures,Bossa Nova Films;"Awards
3 nominations";8499960.90017986;31982.0;NaN;601737.0;-7898223.900179859;-0.9292070861188
tt1490017;2014.0;La LEGO película;The Lego Movie;The Lego Movie;7.7;330324.0;83.0;0.0;A;100.0;Action,Adventure,Animation;Christopher Miller,Phil Lord;Phil Lord,Christopher Miller,Dan Hageman;Phil Lord,Christopher Miller,Dan Hageman;United States,Denmark,Australia;Warner Bros.,Village Roadshow Pictures,RatPac-Dune Entertainment;"Nominated for 1 Oscar
72 wins & 67 nominations total";60000000.0;257760692.0;69050279.0;468060692.0;408060692.0;6.801011533333333
tt1528100;2014.0;Exodus: Dioses y reyes;Exodus: Gods and Kings;Exodus: Gods and Kings;6.0;161879.0;52.0;0.0;12;150.0;Action,Adventure,Drama;Ridley Scott;Adam Cooper,Bill Collage,Jeffrey Caine;Adam Cooper,Bill Collage,Jeffrey Caine;United Kingdom,Spain,United States;Chernin Entertainment,Scott Free Productions,Babieka;"Awards
5 nominations";140000000.0;65014513.0;24115934.0;268175631.0;128175631.0;0.9155402214285714
tt1552224;2014.0;Desterrado;Outcast;Outcast;4.6;12827.0;33.0;0.0;12;99.0;Action,Adventure,Thriller;Nick Powell;James Dormer;James Dormer;Canada,China,United States,France;Notorious Films,22h22,Canal+;NaN;25000000.0;NaN;NaN;5148503.0;-19851497.0;-0.79405988
tt1568343;2014.0;La sombra del actor - The Humbling;The Humbling;The Humbling;5.6;6498.0;59.0;0.0;12;112.0;Comedy,Drama,Romance;Barry Levinson;Buck Henry,Michal Zebede,Philip Roth;Buck Henry,Michal Zebede,Philip Roth;United States,Italy;Ambi Pictures,Hammerton Productions,Stonelock Pictures;NaN;2000000.0;NaN;NaN;399666.0;-1600334.0;-0.800167
tt1587310;2014.0;Maléfica;Maleficent;Maleficent;7.0;352112.0;56.0;0.0;7;97.0;Action,Adventure,Family;Robert Stromberg;Linda Woolverton,Charles Perrault,Milt Banta;Linda Woolverton,Charles Perrault,Milt Banta;United States,United Kingdom;Jolie Pas,Roth Films,Walt Disney Pictures;"Nominated for 1 Oscar
12 wins & 43 nominations total";180000000.0;241410378.0;69431298.0;758411779.0;578411779.0;3.2133987722222224
tt1596345;2014.0;El caso Fischer;Pawn Sacrifice;Pawn Sacrifice;7.0;42060.0;65.0;0.0;7;115.0;Biography,Drama,Sport;Edward Zwick;Steven Knight,Stephen J. Rivele,Christopher Wilkinson;Steven Knight,Stephen J. Rivele,Christopher Wilkinson;United States;Gail Katz Productions,MICA Entertainment,Material Pictures;"Awards
1 win & 1 nomination";19000000.0;2436633.0;202053.0;5578519.0;-13421481.0;-0.7063937368421053
tt1600196;2014.0;La entrega;The Drop;The Drop;7.1;145847.0;69.0;0.0;16;106.0;Crime,Drama,Thriller;Michaël R. Roskam;Dennis Lehane;Dennis Lehane;United States;Big Screen Productions,Bob Industries,Chernin Entertainment;"Awards
4 wins & 5 nominations";12600000.0;10724389.0;4104552.0;18658381.0;6058381.0;0.4808238888888889
tt1609479;2014.0;La fórmula de la felicidad;Better Living Through Chemistry;Better Living Through Chemistry;6.3;14531.0;40.0;0.0;Not Rated;91.0;Comedy,Drama;Geoff Moore,David Posamentier;Geoff Moore,David Posamentier;Geoff Moore,David Posamentier;United Kingdom,United States;Occupant Entertainment,Altus Productions,Aegis Film Fund;NaN;5000000.0;75143.0;46435.0;120823.0;-4879177.0;-0.9758354
tt1621046;2014.0;Cesar Chavez;Cesar Chavez;Cesar Chavez;6.4;3256.0;51.0;0.0;PG-13;102.0;Biography,Drama;Diego Luna;Timothy J. Sexton,Keir Pearson;Timothy J. Sexton,Keir Pearson;United States,Mexico,United Arab Emirates;Canana Films,Equipment & Film Design,Imagenation Abu Dhabi FZ;"Awards
5 wins & 2 nominations";10000000.0;5571497.0;2861528.0;6972226.0;-3027774.0;-0.3027774
tt1631867;2014.0;Al filo del mañana;Edge of Tomorrow;Edge of Tomorrow;7.9;618709.0;71.0;0.0;12;113.0;Action,Adventure,Sci-Fi;Doug Liman;Christopher McQuarrie,Jez Butterworth,John-Henry Butterworth;Christopher McQuarrie,Jez Butterworth,John-Henry Butterworth;United States,Canada;Warner Bros.,Village Roadshow Pictures,RatPac-Dune Entertainment;"Awards
11 wins & 38 nominations";178000000.0;100206256.0;28760246.0;370541256.0;192541256.0;1.0816924494382023
tt1640718;2014.0;The Prophet;The Prophet;Kahlil Gibran's The Prophet;7.1;4452.0;61.0;0.0;PG;85.0;Animation,Drama;Roger Allers,Gaëtan Brizzi,Paul Brizzi;Roger Allers,Kahlil Gibran,Hanna Weg;Roger Allers,Kahlil Gibran,Hanna Weg;Qatar,France,Lebanon,Canada,United States,Ireland,United Kingdom;Doha Film Institute,Participant,Code Red Productions;"Awards
1 win & 10 nominations";12000000.0;725489.0;27435.0;1261412.0;-10738588.0;-0.8948823333333333
tt1641841;2014.0;Skin Trade: Tráfico humano;Skin Trade;Skin Trade;5.6;7640.0;39.0;0.0;R;96.0;Action,Crime,Thriller;Ekachai Uekrongtham;Dolph Lundgren,Steven Elder,Gabriel Dowrick;Dolph Lundgren,Steven Elder,Gabriel Dowrick;Thailand,Canada,United States;Baumgarten Management and Productions (BMP),Red Orm Productions Inc.,SC Films International;NaN;9000000.0;1242.0;162.0;595268.0;-8404732.0;-0.9338591111111111
tt1646971;2014.0;Cómo entrenar a tu dragón 2;How to Train Your Dragon 2;How to Train Your Dragon 2;7.8;312617.0;76.0;0.0;A;102.0;Action,Adventure,Animation;Dean DeBlois;Dean DeBlois,Cressida Cowell;Dean DeBlois,Cressida Cowell;United States;DreamWorks Animation,Mad Hatter Entertainment,Vertigo Entertainment;"Nominated for 1 Oscar
15 wins & 61 nominations total";145000000.0;177002924.0;49451322.0;621537519.0;476537519.0;3.286465648275862
tt1647668;2014.0;El chico del millón de dólares;Million Dollar Arm;Million Dollar Arm;7.0;44320.0;56.0;0.0;PG;124.0;Biography,Drama,Sport;Craig Gillespie;Tom McCarthy;Tom McCarthy;United States;Walt Disney Pictures,Roth Films,Mayhem Pictures;"Awards
1 win & 2 nominations";25000000.0;36457627.0;10515659.0;38483455.0;13483455.0;0.5393382
tt1649443;2014.0;[REC] 4: Apocalipsis;[REC] 4: Apocalipsis;[REC] 4: Apocalypse;5.3;16833.0;53.0;0.0;16;95.0;Horror,Thriller;Jaume Balagueró;Jaume Balagueró,Manu Díaz;Jaume Balagueró,Manu Díaz;Spain;Filmax,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),Generalitat de Catalunya - Departament de Cultura;"Awards
2 wins & 11 nominations";3985503.3956488934;837.0;708.0;4915757.0;930253.6043511066;0.23340931169866655
tt1661820;2014.0;Cut Bank;Cut Bank;Cut Bank;6.1;11676.0;44.0;0.0;R;93.0;Crime,Drama,Thriller;Matt Shakman;Roberto Patino;Roberto Patino;United States;Kilburn Media;"Awards
2 wins & 3 nominations";5000000.0;NaN;NaN;288591.0;-4711409.0;-0.9422818
tt1686821;2014.0;Vampire Academy;Vampire Academy;Vampire Academy;5.5;52620.0;31.0;0.0;12;104.0;Action,Comedy,Drama;Mark Waters;Richelle Mead,Daniel Waters;Richelle Mead,Daniel Waters;United States,United Kingdom;Angry Films,Kintop Pictures,Preger Entertainment;"Awards
2 nominations";30000000.0;7791979.0;3921742.0;15642346.0;-14357654.0;-0.47858846666666666
tt1698641;2014.0;Alexander y el día terrible, horrible, espantoso, horroroso;Alexander and the Terrible, Horrible, No Good, Very Bad Day;Alexander and the Terrible, Horrible, No Good, Very Bad Day;6.2;41864.0;54.0;0.0;PG;81.0;Comedy,Drama,Family;Miguel Arteta;Rob Lieber,Judith Viorst;Rob Lieber,Judith Viorst;United States;Walt Disney Pictures,21 Laps Entertainment,The Jim Henson Company;"Awards
1 win & 8 nominations";28000000.0;66954149.0;18360230.0;100654149.0;72654149.0;2.5947910357142856
tt1726592;2014.0;No confíes en nadie;Before I Go to Sleep;Before I Go to Sleep;6.4;74400.0;41.0;0.0;16;92.0;Drama,Mystery,Thriller;Rowan Joffe;Rowan Joffe,S.J. Watson;Rowan Joffe,S.J. Watson;United Kingdom,United States,France,Sweden;Scott Free Productions,Millennium Films,StudioCanal;NaN;22000000.0;3242457.0;1843347.0;17669776.0;-4330224.0;-0.19682836363636363
tt1742044;2014.0;Jersey Boys;Jersey Boys;Jersey Boys;6.8;33421.0;54.0;0.0;7;134.0;Biography,Drama,Music;Clint Eastwood;Marshall Brickman,Rick Elice;Marshall Brickman,Rick Elice;United States;Four Seasons Partnership,GK Films,Malpaso Productions;"Awards
4 wins & 2 nominations";40000000.0;47047013.0;13319371.0;67647013.0;27647013.0;0.691175325
tt1742334;2014.0;Sabotage;Sabotage;Sabotage;5.7;61193.0;41.0;0.0;16;109.0;Action,Crime,Drama;David Ayer;Skip Woods,David Ayer;Skip Woods,David Ayer;United States;Open Road Films (II),QED International,Crave Films;"Awards
2 wins & 5 nominations";35000000.0;10508518.0;5272444.0;22126842.0;-12873158.0;-0.3678045142857143
tt1761005;2014.0;En busca y captura;Persecuted;Persecuted;3.5;1486.0;11.0;0.0;PG-13;91.0;Action,Drama,Mystery;Daniel Lusko;Daniel Lusko;Daniel Lusko;United States;Indieproduction,One Media,Vocal Yokels;NaN;1500000.0;1558836.0;851391.0;1558836.0;58836.0;0.039224
tt1777595;2014.0;50 to 1;50 to 1;50 to 1;6.5;1945.0;37.0;0.0;PG-13;110.0;Drama;Jim Wilson;Faith Conroy,Jim Wilson;Faith Conroy,Jim Wilson;United States;Ten Furlongs;NaN;10000000.0;1064454.0;78480.0;1064454.0;-8935546.0;-0.8935546
